,chart_file_sym,date,race_number,breed_code,distance,is_about_distance,surface_code,is_off_turf,course_type_code,race_type_code,race_conditions,race_name,sex_restriction_code,age_restriction_code,is_restricted_to_statebred,purse,max_claiming_price,min_claiming_price,grade_code,division,num_starters,track_condition_code,weather_code,post_time,temp_rail_dist,is_chute_start,is_track_sealed,race_f1_time,race_f2_time,race_f3_time,race_f4_time,race_f5_time,race_winning_time,wps_combined_pool,run_up_dist,horse_name,age,sex_code,medication_code,equipment_code,weight,claiming_price,earnings,program_number,coupled_type,morning_line,final_tote_odds,is_favorite,is_non_betting,payout_win,payout_place,payout_show,post_position,pos_call_start,pos_call_1,pos_call_2,pos_call_3,pos_call_4,pos_call_stretch,pos_call_finish,official_finish_position,call_1_lengths_behind,call_2_lengths_behind,call_3_lengths_behind,call_4_lengths_behind,stretch_call_lengths_behind,finish_lengths_behind,comment_line,trainer_first_name,trainer_middle_name,trainer_last_name,jockey_first_name,jockey_middle_name,jockey_last_name,apprentice_weight_allowance,owner_full_name,is_claimed,claiming_trainer_first_name,claiming_trainer_middle_name,claiming_trainer_last_name,claiming_owner_full_name,is_scratch,scratch_code,last_race_track,last_race_date,last_race_num,last_race_finish,long_comment,wager_type_1,wager_unit_1,wager_numright_1,wager_payout_1,wager_winningPGM_1,wager_pool_1,wager_type_2,wager_unit_2,wager_numright_2,wager_payout_2,wager_winningPGM_2,wager_pool_2,wager_type_3,wager_unit_3,wager_numright_3,wager_payout_3,wager_winningPGM_3,wager_pool_3,wager_type_4,wager_unit_4,wager_numright_4,wager_payout_4,wager_winningPGM_4,wager_pool_4,wager_type_5,wager_unit_5,wager_numright_5,wager_payout_5,wager_winningPGM_5,wager_pool_5,wager_type_6,wager_unit_6,wager_numright_6,wager_payout_6,wager_winningPGM_6,wager_pool_6,wager_type_7,wager_unit_7,wager_numright_7,wager_payout_7,wager_winningPGM_7,wager_pool_7,wager_type_8,wager_unit_8,wager_numright_8,wager_payout_8,wager_winningPGM_8,wager_pool_8,wager_type_9,wager_unit_9,wager_numright_9,wager_payout_9,wager_winningPGM_9,wager_pool_9,wager_type_10,wager_unit_10,wager_numright_10,wager_payout_10,wager_winningPGM_10,wager_pool_10,wager_type_11,wager_unit_11,wager_numright_11,wager_payout_11,wager_winningPGM_11,wager_pool_11,wager_type_12,wager_unit_12,wager_numright_12,wager_payout_12,wager_winningPGM_12,wager_pool_12,map_sex_restriction_code,map_breed_code,map_weather_code,map_medication_code,map_sex_code,map_grade_code,map_age_restriction_code,map_scratch_code,map_race_type_code,map_surface_code,map_track_condition_code,map_course_type_code,map_equipment_code,month,weekday,year,weeknum,x8name,x8country,x8_track_sym,race_id,runner_id
51,LRL,2018-03-05,8,TB,8.0,0,D,0,M,SOC,NW4     L,,,4U,0,24000,16000.0,16000.0,,,6,FST,C,4:04,,0,0,24.46,47.74,72.95,85.03,,97.6,36579,20.0,Magician'scalendar,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,2.0,3.0,200.4,7-5-2/7/8,5254.0,D,2.0,,17.2,5-8,4776.0,E,2.0,,32.8,8-4,33220.0,S,1.0,,120.5,8-4-3-1,10779.0,T,2.0,,103.6,8-4-3,18871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Trainer,,Dirt,Fast,Main Course,,3,Monday,2018,1,MAGICIANSCALENDAR,USA,LRL,LRL_20180305_8,LRL_20180305_8_nan
58,LRL,2018-03-05,9,TB,8.0,0,D,0,M,MCL,,,,3U,0,22000,16000.0,12500.0,,,6,FST,C,4:33,,0,0,24.44,47.74,72.73,85.43,,98.53,47235,20.0,Can He Shine,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,2.0,3.0,32.0,5-2/7/8-1/6,16718.0,4,0.5,4.0,86.65,7-5-2/7/8-1/6,35530.0,5,0.5,5.0,383.15,2-7-5-2/7/8-1/6,26128.0,6J,0.2,6.0,286.06,1-2-7-5-2/7/8-1/6,35497.0,D,2.0,,6.8,8-6,12644.0,E,2.0,,35.4,6-4,41173.0,S,1.0,,167.8,6-4-2-3,21194.0,T,2.0,,99.8,6-4-2,31574.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,CANHESHINE,USA,LRL,LRL_20180305_9,LRL_20180305_9_nan
7,MVR,2018-03-05,2,TB,6.0,0,D,0,M,CLM,NW1     6M,,,3U,0,11600,5000.0,5000.0,,,7,FST,C,1:14,,0,0,23.24,46.97,59.57,,,72.85,31689,0.0,Johanna's Delight,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,36.0,1-6,16121.0,E,2.0,,82.0,6-7,31533.0,S,0.1,,134.08,6-7-3-4,15608.0,T,0.5,,79.5,6-7-3,23522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,JOHANNASDELIGHT,USA,MVR,MVR_20180305_2,MVR_20180305_2_nan
15,MVR,2018-03-05,3,TB,5.5,0,D,0,M,MCL,,,,3U,0,9500,5000.0,5000.0,,,6,FST,C,1:44,,0,0,23.67,47.98,,,,67.35,32259,35.0,Thunders Fury,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,2.0,,49.6,8-7,27618.0,S,0.1,,11.72,8-7-3-6,15198.0,T,0.5,,26.6,8-7-3,21873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,THUNDERSFURY,USA,MVR,MVR_20180305_3,MVR_20180305_3_nan
16,MVR,2018-03-05,3,TB,5.5,0,D,0,M,MCL,,,,3U,0,9500,5000.0,5000.0,,,6,FST,C,1:44,,0,0,23.67,47.98,,,,67.35,32259,35.0,Zoneman,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,2.0,,49.6,8-7,27618.0,S,0.1,,11.72,8-7-3-6,15198.0,T,0.5,,26.6,8-7-3,21873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,ZONEMAN,USA,MVR,MVR_20180305_3,MVR_20180305_3_nan
23,MVR,2018-03-05,4,TB,6.0,0,D,0,M,ALW,NW1       X,,,3U,0,23500,,,,,7,FST,C,2:11,,0,0,23.62,47.24,59.47,,,72.38,32541,0.0,Tepu War,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,504.05,6-8-7,9531.0,E,2.0,,67.8,7-4,27582.0,S,0.1,,80.55,7-4-2-6,9969.0,T,0.5,,130.05,7-4-2,18078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,TEPUWAR,USA,MVR,MVR_20180305_4,MVR_20180305_4_nan
24,MVR,2018-03-05,4,TB,6.0,0,D,0,M,ALW,NW1       X,,,3U,0,23500,,,,,7,FST,C,2:11,,0,0,23.62,47.24,59.47,,,72.38,32541,0.0,Whiskey Sour,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,504.05,6-8-7,9531.0,E,2.0,,67.8,7-4,27582.0,S,0.1,,80.55,7-4-2-6,9969.0,T,0.5,,130.05,7-4-2,18078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,WHISKEYSOUR,USA,MVR,MVR_20180305_4,MVR_20180305_4_nan
23,PHA,2018-03-05,4,TB,6.5,0,D,0,M,MSW,,,F,03,1,33000,,,,,8,FST,C,2:19,,0,0,23.79,48.74,75.27,,,81.98,69152,30.0,Berberslilbriebrie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,1.0,3.0,65.9,2-7-6,21667.0,D,2.0,,92.0,7-6,14826.0,E,2.0,,29.6,6-1,74906.0,S,0.1,,75.63,6-1-5-3,24670.0,T,0.5,,66.75,6-1-5,47549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Trainer,Maiden Special Weight,Dirt,Fast,Main Course,,3,Monday,2018,1,BERBERSLILBRIEBRIE,USA,PHA,PHA_20180305_4,PHA_20180305_4_nan
24,PHA,2018-03-05,4,TB,6.5,0,D,0,M,MSW,,,F,03,1,33000,,,,,8,FST,C,2:19,,0,0,23.79,48.74,75.27,,,81.98,69152,30.0,Captain Sam,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,65.9,2-7-6,21667.0,D,2.0,,92.0,7-6,14826.0,E,2.0,,29.6,6-1,74906.0,S,0.1,,75.63,6-1-5-3,24670.0,T,0.5,,66.75,6-1-5,47549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Stewards,Maiden Special Weight,Dirt,Fast,Main Course,,3,Monday,2018,1,CAPTAINSAM,USA,PHA,PHA_20180305_4,PHA_20180305_4_nan
33,PHA,2018-03-05,5,TB,7.0,0,D,0,M,ALW,NW1       X,,,03,0,46000,,,,,5,FST,C,2:47,,0,0,22.97,46.9,73.67,,,88.41,65372,24.0,Circuit Judge,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,84.8,7-6-2,13559.0,E,2.0,,14.6,2-7,52459.0,T,0.5,,12.55,2-7-5,32777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,CIRCUITJUDGE,USA,PHA,PHA_20180305_5,PHA_20180305_5_nan
34,PHA,2018-03-05,5,TB,7.0,0,D,0,M,ALW,NW1       X,,,03,0,46000,,,,,5,FST,C,2:47,,0,0,22.97,46.9,73.67,,,88.41,65372,24.0,Shane's Jewel,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,84.8,7-6-2,13559.0,E,2.0,,14.6,2-7,52459.0,T,0.5,,12.55,2-7-5,32777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,SHANESJEWEL,USA,PHA,PHA_20180305_5,PHA_20180305_5_nan
48,PHA,2018-03-05,7,TB,8.0,0,D,0,M,ALW,NW2       X,,,4U,1,41000,,,,,10,FST,C,3:39,,0,0,24.16,49.19,75.24,88.64,,102.36,64262,40.0,Papa Jones,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,101.9,2-8-1,14213.0,E,2.0,,45.4,1-4,57959.0,S,0.1,,121.41,1-4-7-3,15823.0,T,0.5,,123.35,1-4-7,29596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,PAPAJONES,USA,PHA,PHA_20180305_7,PHA_20180305_7_nan
59,PHA,2018-03-05,8,TB,7.0,0,D,0,M,ALW,NW1       X,,,4U,0,46000,,,,,9,FST,C,4:06,,0,0,23.49,47.33,74.11,,,88.01,53608,24.0,Burntwood,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,110.4,8-1-9,15636.0,4,0.5,4.0,183.5,1/2/3-8-1-9,92217.0,E,2.0,,291.2,9-1,51174.0,S,0.1,,703.15,9-1-4-5,14099.0,T,0.5,,303.1,9-1-4,22378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Allowance,Dirt,Fast,Main Course,,3,Monday,2018,1,BURNTWOOD,USA,PHA,PHA_20180305_8,PHA_20180305_8_nan
69,PHA,2018-03-05,9,TB,6.0,0,D,0,M,MCL,,,F,03,0,21000,15000.0,15000.0,,,9,FST,C,4:33,,0,0,23.36,48.91,62.34,,,75.84,77830,40.0,Loyal Aficionada,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,149.3,1-9-10,29327.0,D,2.0,,75.0,9-10,28856.0,E,2.0,,39.2,10-8,76920.0,S,0.1,,17.58,10-8-4-3,32234.0,S,0.1,,18.36,10-8-4-2,32234.0,T,0.5,,41.5,10-8-4,45620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,LOYALAFICIONADA,USA,PHA,PHA_20180305_9,PHA_20180305_9_nan
15,TUP,2018-03-05,3,TB,8.0,0,T,0,M,MOC,,,B,4U,0,12500,30000.0,30000.0,,,7,FM,C,1:59,14.0,1,0,23.02,47.61,72.04,85.07,,97.78,66048,32.0,Turn a Deaf Ear,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,14.9,8-6-2/3,10478.0,D,1.0,,4.1,6-2,6403.0,E,1.0,,4.1,2-5,48698.0,Q,1.0,,2.5,2-5,4276.0,S,1.0,,45.7,2-5-6-1,37972.0,T,1.0,,16.1,2-5-6,39509.0,Z,1.0,,2.0,6-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Maiden Optional Claiming,Turf,Firm,Main Course,,3,Monday,2018,1,TURNADEAFEAR,USA,TUP,TUP_20180305_3,TUP_20180305_3_nan
33,TUP,2018-03-05,5,TB,5.0,0,D,0,M,CLM,NW3     L,,B,4U,0,7000,3500.0,3500.0,,,8,FST,C,2:53,,0,0,22.42,45.83,,,,58.42,69693,33.0,Allie Gale,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,27.6,2/3-2-7,11220.0,D,1.0,,16.6,2-7,7324.0,E,1.0,,113.8,7-4,51772.0,Q,1.0,,76.2,4-7,4319.0,S,1.0,,4517.4,7-4-2-8,32654.0,T,1.0,,420.1,7-4-2,36652.0,Z,1.0,,3.2,2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,ALLIEGALE,USA,TUP,TUP_20180305_5,TUP_20180305_5_nan
42,TUP,2018-03-05,6,TB,6.5,0,D,0,M,CLM,NW3     L,,,4U,0,8500,10000.0,8500.0,,,7,FST,C,3:19,,0,0,22.58,45.25,70.5,,,77.28,65274,33.0,Black Tie 'n Tails,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,110.8,2-7-4,10079.0,D,1.0,,25.7,7-4,8682.0,E,1.0,,15.3,4-3,47501.0,Q,1.0,,9.1,3-4,3868.0,S,1.0,,446.4,4-3-2-5,26296.0,T,1.0,,128.7,4-3-2,37761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,BLACKTIENTAILS,USA,TUP,TUP_20180305_6,TUP_20180305_6_nan
58,TUP,2018-03-05,8,TB,6.5,0,D,0,M,CLM,NW2     L,,,4U,0,7000,3500.0,3500.0,,,9,FST,C,4:17,,0,0,22.56,45.53,70.91,,,77.47,93248,33.0,E Z Larry,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,152.1,4-4-11,30551.0,4,0.5,4.0,381.9,7-4-4-11,80031.0,5,0.5,5.0,2150.2,2-7-4-4-11,34750.0,6,1.0,4.0,45.4,2/3-2-7-4-4-11,3399.0,D,1.0,,29.9,4-11,27434.0,E,1.0,,26.7,11-9,63260.0,Q,1.0,,16.0,9-11,5139.0,S,1.0,,6960.2,11-9-8-10,31907.0,T,1.0,,300.4,11-9-8,41703.0,Z,1.0,,3.8,4-7,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,EZLARRY,USA,TUP,TUP_20180305_8,TUP_20180305_8_nan
59,TUP,2018-03-05,8,TB,6.5,0,D,0,M,CLM,NW2     L,,,4U,0,7000,3500.0,3500.0,,,9,FST,C,4:17,,0,0,22.56,45.53,70.91,,,77.47,93248,33.0,Past the Stars,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,152.1,4-4-11,30551.0,4,0.5,4.0,381.9,7-4-4-11,80031.0,5,0.5,5.0,2150.2,2-7-4-4-11,34750.0,6,1.0,4.0,45.4,2/3-2-7-4-4-11,3399.0,D,1.0,,29.9,4-11,27434.0,E,1.0,,26.7,11-9,63260.0,Q,1.0,,16.0,9-11,5139.0,S,1.0,,6960.2,11-9-8-10,31907.0,T,1.0,,300.4,11-9-8,41703.0,Z,1.0,,3.8,4-7,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,PASTTHESTARS,USA,TUP,TUP_20180305_8,TUP_20180305_8_nan
15,HOU,2018-03-06,3,TB,5.0,0,T,0,M,CLM,,,B,4U,0,8000,7500.0,7500.0,,,9,FM,L,1:02,,0,0,22.61,45.98,,,,58.13,55779,40.0,Louise's Legacy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,117.9,1-3-6,14678.0,D,1.0,,40.6,3-6,5957.0,E,1.0,,4.1,6-1,53925.0,S,0.1,,5.76,6-1-4-7,29144.0,T,0.5,,4.65,6-1-4,40226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Trainer,Claiming,Turf,Firm,Main Course,,3,Tuesday,2018,2,LOUISESLEGACY,USA,HOU,HOU_20180306_3,HOU_20180306_3_nan
25,HOU,2018-03-06,4,TB,8.0,0,D,0,M,CLM,NW2     L,,,03,0,7500,10000.0,10000.0,,,6,FST,L,1:28,,0,0,24.61,48.64,73.92,87.31,,100.39,46597,40.0,Okavango Alfa,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,47.25,3-6-2,8568.0,D,1.0,,3.9,6-2,6384.0,E,1.0,,9.0,2-3,37616.0,S,0.1,,7.39,2-3-1-6,18598.0,T,0.5,,19.0,2-3-1,29435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Trainer,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,OKAVANGOALFA,USA,HOU,HOU_20180306_4,HOU_20180306_4_nan
50,HOU,2018-03-06,7,TB,8.0,0,T,0,M,ALW,C,,,4U,0,22000,,,,,11,FM,L,3:02,,0,0,24.7,48.16,73.1,85.43,,97.71,47938,40.0,Chongo,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,40.15,9-4-9,5332.0,D,1.0,,19.4,4-9,4348.0,E,1.0,,12.5,9-4,36601.0,S,0.1,,25.26,9-4-7-11,16485.0,T,0.5,,25.55,9-4-7,25091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Allowance,Turf,Firm,Main Course,,3,Tuesday,2018,2,CHONGO,USA,HOU,HOU_20180306_7,HOU_20180306_7_nan
6,MVR,2018-03-06,2,TB,8.32,0,D,0,M,CLM,,,B,3U,0,14000,5000.0,5000.0,,,5,FST,L,1:16,,0,0,24.59,48.31,74.82,103.68,,108.66,32235,35.0,Easy Way Out,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,185.0,1-3,15820.0,E,2.0,,18.2,3-5,22101.0,S,0.1,,8.38,3-5-1-6,8440.0,T,0.5,,12.7,3-5-1,15263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,EASYWAYOUT,USA,MVR,MVR_20180306_2,MVR_20180306_2_nan
7,MVR,2018-03-06,2,TB,8.32,0,D,0,M,CLM,,,B,3U,0,14000,5000.0,5000.0,,,5,FST,L,1:16,,0,0,24.59,48.31,74.82,103.68,,108.66,32235,35.0,Roana Daytona,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,185.0,1-3,15820.0,E,2.0,,18.2,3-5,22101.0,S,0.1,,8.38,3-5-1-6,8440.0,T,0.5,,12.7,3-5-1,15263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,ROANADAYTONA,USA,MVR,MVR_20180306_2,MVR_20180306_2_nan
20,MVR,2018-03-06,4,TB,6.0,0,D,0,M,CLM,NW3     Y,,B,3U,0,10300,4000.0,4000.0,,,7,FST,L,2:17,,0,0,23.91,47.74,60.59,,,74.42,45815,0.0,Mochima,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,31.0,3-4-7,10049.0,E,2.0,,74.6,7-1,28655.0,S,0.1,,59.22,7-1-4-6,11298.0,T,0.5,,81.65,7-1-4,18571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,MOCHIMA,USA,MVR,MVR_20180306_4,MVR_20180306_4_nan
28,MVR,2018-03-06,5,TB,8.0,0,D,0,M,CLM,NW3     L,,B,3U,0,11100,5000.0,5000.0,,,8,FST,L,2:45,,0,0,25.73,49.76,75.29,89.01,,103.31,37685,35.0,Lil Pom Pom,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,2.0,,68.4,4-1,32980.0,S,0.1,,24.66,4-1-3-5,15227.0,T,0.5,,48.7,4-1-3,21882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,LILPOMPOM,USA,MVR,MVR_20180306_5,MVR_20180306_5_nan
7,PHA,2018-03-06,2,TB,6.0,0,D,0,M,CLM,NW1     6MX,,,4U,0,21000,7500.0,7500.0,,,7,FST,C,1:22,,0,0,23.26,47.88,60.8,,,74.48,57668,40.0,Lane Allen,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,67.2,6-2,30513.0,E,2.0,,21.6,2-1,60346.0,S,0.1,,33.87,2-1-6-8,17717.0,T,0.5,,27.95,2-1-6,32302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,LANEALLEN,USA,PHA,PHA_20180306_2,PHA_20180306_2_nan
15,PHA,2018-03-06,3,TB,6.0,0,D,0,M,CLM,,,,4U,0,24250,5000.0,5000.0,,,6,FST,C,1:46,,0,0,22.7,47.04,60.1,,,73.91,35846,40.0,Estrickator,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,230.0,6-2-1,14290.0,E,2.0,,86.6,1-6,30200.0,T,0.5,,64.6,1-6-2,17684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Tuesday,2018,2,ESTRICKATOR,USA,PHA,PHA_20180306_3,PHA_20180306_3_nan
